001,Title -- 245^$0$0$a,Publication -- 260^$ $ $a,Publication Frequency -- 310^$ $ $a,"Production, Publication -- 264^$ $1$c",Topical Term -- 650^$ $7$2,Index Term -- 653^$ $6$a,Electronic Access -- 856^$ $2$u,710,246,500,775,022,247,321,580,546,521,900,300,490,700,041,773,981,711,110,901,692,250,525,600,983,505,record - leader,008,035,040,336,337,338,996,998
,,,,FIMCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1987-1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Antwerp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,FIMCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1984-1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9992400757801480,Info-rapid,,Semiannual,[1983]-2002,^$ $7$2KADOC$ $ $aC7$ $ $xJeugd en sport$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $ajeugdbewegingen$ $ $6(ODIS-TW)951,Periodicals,,^$2$ $aJECI$ $ $gJeunesse Etudiante Catholique Internationale$ $ $4oth^$2$ $aMIEC$ $ $gMouvement International d'Etudiants Catholiques$ $ $4oth^$2$ $aIYCS$ $ $gInternational Young Catholic Students$ $ $4oth^$2$ $aIMCS$ $ $gInternational Movement of Catholic Students$ $ $4oth,,^$ $ $aNiet verschenen tussen 1986 en 1991,,,,^$ $ $aQuarterly$ $ $b1991-1995^$ $ $aBimonthly$ $ $b1983-1986,,,,,,,,,,,,,,,,,,,,01045nas  2200289u  4500,830920c19819999be er|p||     0|||a|dut c,^$ $ $a(BeLVLBS)9993176727201471^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9993176727201471$ $ $bLanguage of cataloging varies$ $ $erda based,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $ $aKADOC$ $ $bphysical$ $ $c202109$ $ $9local,
,,,,Bruxelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,European Coordination JECI-MIEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1991-2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9992400959901480,Bron,,Unknown,1983-[1991],^$ $7$2KADOC$ $ $aC5$ $ $aODIS-HT)$ $ $xMaatschappelijke organisaties en maatschappelijk leven$ $ $6(ODIS-HT),Periodicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,00657nas a2200193 u 4500,830920c19819999be er|p||     0|||a|dut c,^$ $ $a(BeLVLBS)9993177255801471^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9993177255801471$ $ $bLanguage of cataloging varies$ $ $erda based,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $ $aKADOC$ $ $bphysical$ $ $c202109$ $ $9local,
,contactblad van de Hospitaliteit van de Landelijke Beweging,,,Leuven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,KVLV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1983-[1991],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9992401159101480,Nouvelles de famille,,Monthly,[1984-1986],^$ $7$2KADOC$ $ $aC2$ $ $xReligieuze instituten$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $alevensbeschouwing$ $ $6(ODIS-TW)2799^$ $7$2KADOC$ $ $acongregaties$ $ $6(ODIS-TW)2701,Periodicals,,^$2$ $aSignum Fidei$ $ $4oth^$2$ $aBroeders der christelijke scholen$ $ $4oth,,,,,,,,,,,,,"^$1$ $aLauby, Jean-Pierre$ $ $cFrère$ $ $4edt",^$ $ $afre,,,,,,,,,,,,00858nas a2200265 u 4500,830920c19819999be er|p||     0|||a|dut c,^$ $ $a(BeLVLBS)9993176834301471^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9993176834301471$ $ $bLanguage of cataloging varies$ $ $erda based,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $ $aKADOC$ $ $bphysical$ $ $c202109$ $ $9local,
,Signum Fidei,,,Bruxelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Signum Fidei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,[1984-1986],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9921485140101480,Op antenne.,Brussel,Monthly,,^$ $7$2KADOC$ $ $aC5$ $ $xMaatschappelijke organisaties en maatschappelijk leven$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $aarbeidersbeweging$ $ $6(ODIS-TW)2656,,,^$2$ $aKristelijke bonden van gepensioneerden$ $ $cBrussel$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00768nas  2200217u  4500,000523q19841989be mr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002148514LBS01-Aleph^$ $ $a8365954^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9921485140101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.av
,,Kristelijke bonden van gepensioneerden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1984-[1989],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9921566930101480,Speldeprik.,Hasselt,Quarterly,,^$ $7$2KADOC$ $ $aC7$ $ $xJeugd en sport$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $ajeugdbewegingen$ $ $6(ODIS-TW)951,,,^$2$ $aVSP Sint-Michiel Hasselt$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00682nas  2200217u  4500,000615q19841987be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002156693LBS01-Aleph^$ $ $a8398342^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9921566930101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.av
,,VSP Sint-Michiel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1984-[1987],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9921614890101480,KBG-infokrant.,Sint-Niklaas,Quarterly,,^$ $7$2KADOC$ $ $aC5$ $ $xMaatschappelijke organisaties en maatschappelijk leven$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $aarbeidersbeweging$ $ $6(ODIS-TW)2656,,,^$2$ $aKBG. Land van Waas$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00729nas  2200217u  4500,000629q19851987be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002161489LBS01-Aleph^$ $ $a8417207^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9921614890101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.av
,,KBG. Land van Waas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1985-[1987],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922066890101480,Informatieblaadje CVP Kermt-Spalbeek.,Kermt,Unknown,,^$ $7$2KADOC$ $ $aC8$ $ $xIdeologie en politiek$ $ $6(ODIS-HT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,00627nas  2200193u  4500,001114d19839999be ur|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002206689LBS01-Aleph^$ $ $a8592342^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922066890101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.aw
,,Informatieblaadje CVP Kermt-Spalbeek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1983-?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922067350101480,CVP jongeren.,Turnhout,Monthly,,^$ $7$2KADOC$ $ $aC8$ $ $xIdeologie en politiek$ $ $6(ODIS-HT),Periodicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,00567nas  2200181u  4500,001114d19839999be ur|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002206735LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922067350101471$ $ $bLanguage of cataloging varies$ $ $erda based,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,
,,CVP-jongeren. Afdeling Turnhout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1984-[1985],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922067490101480,CVP Westerlo. Nieuwsbrief.,Westerlo,Bimonthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00533nas  2200181u  4500,001114q19851986be br|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002206749LBS01-Aleph^$ $ $a8592568^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922067490101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.aw
,,CVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1985-[1986],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922067900101480,CD Nieuws Meerhout.,Meerhout,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00518nas  2200169u  4500,001114q19841986be ur|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002206790LBS01-Aleph^$ $ $a8592777^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922067900101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,
,,Christen democraten. Afdeling Meerhout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,[1984]-[1986],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922079190101480,Onze zeg in Mortsel.,Mortsel,Bimonthly,,^$ $7$2KADOC$ $ $aC8$ $ $xIdeologie en politiek$ $ $6(ODIS-HT),,,^$2$ $aCVP-EVP$ $ $cMortsel$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00625nas  2200205u  4500,001116d19849999be br|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002207919LBS01-Aleph^$ $ $a8597130^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922079190101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.aw
,,CVP-EVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,[1984]-?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922080760101480,Met de CVP samen vooruit.,Olen,Unknown,,^$ $7$2KADOC$ $ $aC8$ $ $xIdeologie en politiek$ $ $6(ODIS-HT),,,^$2$ $aCVP$ $ $cOlen$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00614nas  2200205u  4500,001116d19819999be ur|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002208076LBS01-Aleph^$ $ $a8597678^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922080760101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.aw
,,CVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,[1981]-?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922081480101480,Nieuwsbrief Oud-Turnhout.,Oud-Turnhout,Semiannual,,^$ $7$2KADOC$ $ $aC8$ $ $xIdeologie en politiek$ $ $6(ODIS-HT),,,^$2$ $aCVP$ $ $cOud-Turnhout$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00636nas  2200205u  4500,001116q19831988be fr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002208148LBS01-Aleph^$ $ $a8598068^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922081480101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.aw
,,CVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1983-[1988],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922082250101480,Ravels CVP-nieuws.,Ravels,Quarterly,,^$ $7$2KADOC$ $ $aC8$ $ $xIdeologie en politiek$ $ $6(ODIS-HT),,,^$2$ $aCVP$ $ $cRavels-Weelde-Poppel$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00630nas  2200205u  4500,001116q19841991be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002208225LBS01-Aleph^$ $ $a8598294^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922082250101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.aw
,,CVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1984-[1991],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922082620101480,^$0$3$aDe CVP-jongeren.,Rotselaar,Monthly,,,,,^$2$ $aCVP-jongeren$ $ $cRotselaar$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00571nas  2200193u  4500,001116q19819999be mr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002208262LBS01-Aleph^$ $ $a8598418^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922082620101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.aw
,,CVP-jongeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1981-?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922082670101480,^$0$4$aHet zegje van Sinaai.,Sinaai,Unknown,,^$ $7$2KADOC$ $ $aC8$ $ $xIdeologie en politiek$ $ $6(ODIS-HT),,,^$2$ $aCVP$ $ $cSinaai$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00617nas  2200205u  4500,001116q19831989be ur|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002208267LBS01-Aleph^$ $ $a8598431^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922082670101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.aw
,,CVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1983-[1989],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922088030101480,Van nu en straks : maandblad van de CVP-Heusden-Zolder in de tachtiger jaren.,Heusden-Zolder,Monthly,,,,,^$2$ $aCVP Heusden-Zolder$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00623nas  2200193u  4500,001120q19839999be mr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002208803LBS01-Aleph^$ $ $a8601271^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922088030101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.aw
,,CVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1983-?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922091770101480,Harmonie-info.,Brugge,Unknown,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),,,^$2$ $aKoninklijke scoutsharmonie Sint-Leo$ $ $cBrugge$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00671nas  2200205u  4500,001120q19831984be ur|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002209177LBS01-Aleph^$ $ $a8602839^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922091770101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.aw
,,Koninklijke scoutsharmonie Sint-Leo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,[1983]-[1984],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922091840101480,Harmonieklanken.,De Pinte,Three times a year,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),,,^$2$ $aBegoniaharmonie De Pinte$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00654nas  2200205u  4500,001120q19821983be tr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002209184LBS01-Aleph^$ $ $a8602870^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922091840101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.aw
,,Begoniaharmonie De Pinte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1982-[1983],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922094160101480,Deerlijkse fanfareklanken.,Deerlijk,Monthly,,,,,^$2$ $aKoninklijke fanfare Sint Cecilia$ $ $cDeerlijk$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00624nas  2200193u  4500,001121q19831993be mr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002209416LBS01-Aleph^$ $ $a8603891^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922094160101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.aw
,,Koninklijke fanfare Sint Cecilia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1983-[1993],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922094260101480,Jeugdshowband.,Deerlijk,Quarterly,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),,,^$2$ $aJeugdshowband en majorettenkorps$ $ $cDeerlijk$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00664nas  2200205u  4500,001121d19819999be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002209426LBS01-Aleph^$ $ $a8603914^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922094260101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.aw
,,Jeugdshowband en majorettenkorps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1981-?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922094410101480,Zegske.,Boutersem,Unknown,,^$ $7$2KADOC$ $ $aC8$ $ $xIdeologie en politiek$ $ $6(ODIS-HT),,,^$2$ $aCVP$ $ $cBoutersem$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00606nas  2200205u  4500,001121d19839999be ur|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002209441LBS01-Aleph^$ $ $a8603995^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922094410101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.aw
,,CVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,[1983]-?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922115250101480,CVP-EVP.,Westerlo,Unknown,,,,,^$2$ $aCVP-EVP$ $ $cWesterlo$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00558nas  2200193u  4500,001127q19831985be ur|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002211525LBS01-Aleph^$ $ $a8612544^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922115250101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.aw
,,CVP-EVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,[1983]-[1985],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922120870101480,Op weg : tijdschrift voor catechetische begeleiding van jongeren.,Beveren,Quarterly,,^$ $7$2KADOC$ $ $aC1$ $ $xKerken en religie$ $ $6(ODIS-HT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,00633nas  2200193u  4500,001128d19829999be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002212087LBS01-Aleph^$ $ $a8614812^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922120870101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.aw
,,Orbis en Orion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1982-?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922134270101480,CSKW courant.,Leuven,Monthly,,^$ $7$2KADOC$ $ $aC5$ $ $xMaatschappelijke organisaties en maatschappelijk leven$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $asociaal beleid$ $ $6(ODIS-TW)1835,Periodicals,,^$2$ $aCentrum voor Sociaal-Kultureel Werk.$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00762nas  2200229u  4500,001130d19852000be mr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002213427LBS01-Aleph^$ $ $a8620029^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922134270101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.aw
,,CSKW,10 x per jaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1985-2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922134330101480,Akindo.,Hasselt,Quarterly,,"^$ $7$2KADOC$ $ $aC6$ $ $xOpvoeding, onderwijs, wetenschap$ $ $6(ODIS-HT)",Periodicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,00617nas  2200205u  4500,001130q19821992be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002213433LBS01-Aleph^$ $ $a8620041^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922134330101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.aw
,,Akindo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,[1982]-[1992],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922189890101480,Info Heers.,Heers,Unknown,,^$ $7$2KADOC$ $ $aC8$ $ $xIdeologie en politiek$ $ $6(ODIS-HT),,,^$2$ $aCVP$ $ $cHeers$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00602nas  2200205u  4500,001214d19829999be ur|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002218989LBS01-Aleph^$ $ $a8641578^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9922189890101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.aw
,,CVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,[1982]-?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
